99;IPA SELILI                                                                                                                                                                                                                                                     ;JL LUMBA LUMBA                                                                                                                                                                                                                                                 ;-0.520247015994618                                                                                                                                                                                                                                             ;1.171.573.123.140.230;IPA SELILI.jpg;;
100;IPA PAMPANG                                                                                                                                                                                                                                                    ;TANAH MERAH                                                                                                                                                                                                                                                    ;-0.392236                                                                                                                                                                                                                                                      ;117.226.257;21. IPA PAMPANG.jpg;;
101;IPA BANTUAS                                                                                                                                                                                                                                                    ;JL AL HASANI BENTUAS                                                                                                                                                                                                                                           ;-0.6701297998256988                                                                                                                                                                                                                                            ;11.718.113.736.254.000;21. IPA BANTUAS.jpeg;;
102;UNIT PELAYANAN WILAYAH 3                                                                                                                                                                                                                                       ;JL KADRIE OENING                                                                                                                                                                                                                                               ;-0.47230617702307576                                                                                                                                                                                                                                           ;11.713.743.104.662.600;UPW III.png;;
103;IPA MAKROMAN                                                                                                                                                                                                                                                   ;SAMBUTAN                                                                                                                                                                                                                                                       ;-0.516883                                                                                                                                                                                                                                                      ;117.239.006;WhatsApp Image 2021-05-20 at 11.10.51 AM (1).jpeg;;
104;INTAKE BENGKURING                                                                                                                                                                                                                                              ;BENGKURING                                                                                                                                                                                                                                                     ;-0.424364696                                                                                                                                                                                                                                                   ;1.171.712.743;27. INTAKE BENGKURING.jpg;;
105;BOOSTER KENYAH                                                                                                                                                                                                                                                 ;JL. KENYAH                                                                                                                                                                                                                                                     ;-0.454656                                                                                                                                                                                                                                                      ;117.152.808;19. BOOSTER KENYAH.jpeg;;
106;BOOSTER PELITA 4                                                                                                                                                                                                                                               ;JL. PELITA 4 NO. 2                                                                                                                                                                                                                                             ;-0.508716                                                                                                                                                                                                                                                      ;117.182.706;17. BOOSTER PELITA 4.jpeg;;
107;BOOSTER PELITA 7                                                                                                                                                                                                                                               ;JL. NASI MAWUT                                                                                                                                                                                                                                                 ;-0.513583                                                                                                                                                                                                                                                      ;117.206.361;22. BOOSTER PELITA 7.jpg;;
108;BOOSTER PEMBANGUNAN                                                                                                                                                                                                                                            ;JL. DURIAN                                                                                                                                                                                                                                                     ;-0.4733892                                                                                                                                                                                                                                                     ;1.171.432.838;9. BOOSTER PEMBANGUNAN.jpeg;;
109;BOOSTER RING ROAD 2                                                                                                                                                                                                                                            ;JL. RING ROAD                                                                                                                                                                                                                                                  ;-0.469938                                                                                                                                                                                                                                                      ;117.113.518;23. BOOSTER RING ROAD.jpg;;
